A-,B-,Time
0.053,0.086
0.055,0.077
0.065,0.107
0.053,0.099
0.058,0.087
0.04,0.071
0.065,0.091
0.05,0.093
0.057,0.091
0.064,0.102
0.055,0.103
0.044,0.094
0.047,0.091
0.057,0.098
0.051,0.087
0.05,0.096
0.064,0.119
0.06,0.114
0.048,0.083
0.044,0.073
,,2.19
