A-,B-,Time
0.031,0.046
0.027,0.05
0.018,0.075
0.024,0.049
0.03,0.049
0.026,0.03
0.017,0.07
0.03,0.045
0.041,0.047
0.026,0.038
0.035,0.067
0.028,0.054
0.027,0.054
0.019,0.036
0.027,0.047
0.025,0.035
0.024,0.047
0.028,0.054
0.041,0.028
0.033,0.078
,,1.59
