Lbs-,	Acc+,	Mpg+,	time
0.086,	0.107,	0.213
0.085,	0.117,	0.168
0.091,	0.112,	0.171
0.078,	0.117,	0.175
0.083,	0.126,	0.174
0.083,	0.106,	0.213
0.066,	0.102,	0.191
0.075,	0.109,	0.142
0.085,	0.115,	0.148
0.077,	0.117,	0.189
0.082,	0.107,	0.178
0.074,	0.097,	0.17
0.075,	0.124,	0.189
0.094,	0.107,	0.153
0.078,	0.125,	0.168
0.078,	0.113,	0.177
0.082,	0.132,	0.16
0.085,	0.099,	0.203
0.078,	0.106,	0.193
0.08,	0.103,	0.189
,,, 0.47
