Lbs-, Acc+, Mpg+, time
0.076,	0.116,	0.162
0.088,	0.098,	0.138
0.075,	0.132,	0.162
0.08,	0.111,	0.141
0.091,	0.125,	0.193
0.08,	0.123,	0.178
0.091,	0.112,	0.172
0.079,	0.104,	0.144
0.081,	0.101,	0.141
0.087,	0.091,	0.15
0.082,	0.107,	0.181
0.084,	0.127,	0.133
0.088,	0.12,	0.16
0.079,	0.118,	0.115
0.088,	0.114,	0.146
0.085,	0.11,	0.147
0.082,	0.116,	0.185
0.086,	0.133,	0.138
0.094,	0.107,	0.163
0.077,	0.123,	0.163
,,, 9.43
