Alcohol-,Quality+,Time
0.032,0.083
0.029,0.088
0.03,0.08
0.03,0.088
0.03,0.082
0.033,0.085
0.03,0.082
0.03,0.081
0.034,0.074
0.03,0.093
0.03,0.084
0.032,0.084
0.033,0.085
0.034,0.08
0.033,0.08
0.03,0.082
0.031,0.08
0.032,0.084
0.034,0.09
0.034,0.079
,,5.14
