Alcohol-, Quality+, time
0.054,	0.092
0.06,	0.091
0.057,	0.095
0.061,	0.095
0.056,	0.086
0.06,	0.093
0.059,	0.094
0.058,	0.094
0.056,	0.092
0.056,	0.091
0.057,	0.089
0.06,	0.102
0.054,	0.094
0.055,	0.088
0.056,	0.094
0.053,	0.091
0.061,	0.095
0.059,	0.103
0.055,	0.091
0.054,	0.097
,, 149.92
