Alcohol-,	Quality+,	time
0.043,	0.095
0.045,	0.094
0.049,	0.094
0.044,	0.092
0.044,	0.101
0.046,	0.1
0.043,	0.098
0.049,	0.095
0.044,	0.097
0.045,	0.097
0.046,	0.106
0.045,	0.104
0.05,	0.099
0.044,	0.096
0.043,	0.097
0.042,	0.103
0.042,	0.101
0.042,	0.097
0.042,	0.092
0.048,	0.097
,, 0.54
