Alcohol-, Quality+, time
0.045,	0.085
0.047,	0.094
0.046,	0.084
0.044,	0.09
0.05,	0.092
0.05,	0.091
0.049,	0.088
0.05,	0.084
0.05,	0.085
0.052,	0.087
0.049,	0.085
0.047,	0.079
0.048,	0.088
0.051,	0.093
0.048,	0.088
0.046,	0.086
0.048,	0.087
0.049,	0.09
0.048,	0.084
0.051,	0.095
,, 92.76
