Alcohol-, Quality+, time
0.052,	0.089
0.055,	0.093
0.059,	0.095
0.057,	0.092
0.055,	0.097
0.061,	0.096
0.056,	0.089
0.054,	0.089
0.061,	0.096
0.056,	0.086
0.054,	0.086
0.061,	0.091
0.057,	0.095
0.059,	0.099
0.054,	0.092
0.057,	0.09
0.057,	0.092
0.058,	0.096
0.057,	0.09
0.058,	0.096
,, 149.37
