Cost-,Score-,Idle-,Time
0.599,1.037,inf
0.553,inf,inf
inf,0.731,inf
0.574,inf,inf
0.498,1.107,inf
inf,0.961,inf
inf,inf,inf
0.644,1.003,inf
0.621,1.002,inf
inf,1.023,inf
0.425,1.009,inf
0.536,0.784,inf
0.657,0.961,inf
0.576,1.129,inf
inf,0.814,inf
0.655,1.2,inf
0.67,inf,inf
0.478,1.131,inf
inf,inf,inf
0.599,inf,inf
,,,40.13
