Benchmark-energy-,Benchmark-time-,Benchmark-cpu-,Time
0.159,0.147,0.346
0.154,0.138,0.341
0.144,0.124,0.293
0.191,0.167,0.372
0.185,0.163,0.351
0.182,0.158,0.358
0.144,0.128,0.272
0.122,0.108,0.265
0.116,0.096,0.249
0.156,0.133,0.318
0.131,0.11,0.245
0.193,0.171,0.366
0.158,0.137,0.337
0.169,0.15,0.316
0.125,0.112,0.279
0.156,0.139,0.297
0.141,0.118,0.303
0.164,0.142,0.282
0.146,0.133,0.29
0.108,0.09,0.204
,,,12.0
