Benchmark-energy-,Benchmark-time-,Benchmark-cpu-,Time
0.184,0.163,0.364
0.146,0.131,0.307
0.17,0.15,0.33
0.154,0.135,0.303
0.159,0.132,0.291
0.132,0.116,0.276
0.146,0.129,0.305
0.152,0.13,0.339
0.167,0.145,0.336
0.15,0.129,0.3
0.106,0.087,0.22
0.144,0.126,0.291
0.141,0.126,0.31
0.125,0.109,0.264
0.166,0.146,0.333
0.154,0.132,0.287
0.138,0.117,0.268
0.122,0.106,0.257
0.145,0.132,0.337
0.217,0.194,0.424
,,,19.46
