Lbs-, Acc+, Mpg+, time
0.077,	0.122,	0.169
0.078,	0.118,	0.126
0.079,	0.128,	0.144
0.075,	0.111,	0.156
0.088,	0.116,	0.157
0.077,	0.125,	0.156
0.078,	0.104,	0.187
0.082,	0.119,	0.16
0.079,	0.104,	0.145
0.079,	0.103,	0.146
0.08,	0.107,	0.151
0.086,	0.106,	0.115
0.083,	0.127,	0.167
0.076,	0.106,	0.164
0.079,	0.101,	0.165
0.082,	0.119,	0.16
0.071,	0.104,	0.145
0.084,	0.136,	0.138
0.072,	0.114,	0.174
0.081,	0.111,	0.145
,,, 4.85
