Lbs-, Acc+, Mpg+, time
0.1,	0.119,	0.158
0.091,	0.12,	0.157
0.085,	0.123,	0.14
0.092,	0.106,	0.159
0.104,	0.122,	0.161
0.107,	0.126,	0.162
0.087,	0.105,	0.184
0.095,	0.127,	0.16
0.094,	0.096,	0.15
0.078,	0.099,	0.155
0.088,	0.106,	0.154
0.101,	0.108,	0.129
0.103,	0.125,	0.178
0.075,	0.109,	0.164
0.081,	0.111,	0.176
0.091,	0.113,	0.167
0.076,	0.109,	0.149
0.09,	0.143,	0.145
0.086,	0.112,	0.19
0.095,	0.117,	0.164
,,, 2.15
