A-,B-,Time
0.018,0.06
0.019,0.06
0.02,0.057
0.022,0.058
0.02,0.052
0.018,0.056
0.02,0.057
0.02,0.058
0.02,0.055
0.021,0.055
0.021,0.054
0.021,0.063
0.018,0.059
0.021,0.059
0.018,0.053
0.02,0.059
0.02,0.059
0.02,0.057
0.02,0.06
0.02,0.053
,,1.59
