Performance-,Benchmark-cpu-,Time
3.24,0.322
3.305,0.322
3.4,0.327
3.396,0.345
3.022,0.306
3.289,0.32
3.131,0.32
3.221,0.325
3.289,0.32
3.234,0.322
3.22,0.314
3.221,0.319
3.088,0.32
2.958,0.321
3.209,0.319
3.063,0.332
3.329,0.321
3.066,0.306
3.493,0.327
3.09,0.315
,,1.12
