Cost-,Score-,Idle-,Time
0.572,0.934,inf
0.448,1.021,inf
0.674,0.501,inf
0.592,0.571,inf
0.576,0.798,inf
0.577,0.501,inf
0.463,1.026,inf
0.486,0.525,inf
0.609,0.461,inf
0.493,0.865,inf
0.463,0.525,inf
0.529,0.865,inf
0.592,1.026,inf
0.565,0.48,inf
0.572,0.461,inf
0.549,0.456,inf
0.57,0.529,inf
0.489,0.72,inf
0.508,0.799,inf
0.559,0.816,inf
,,,40.45
