Cost-,Score-,Idle-,Time
0.28,0.084,inf
0.369,0.073,inf
0.362,0.075,inf
0.306,0.073,inf
0.34,0.071,inf
0.276,0.075,inf
0.35,0.082,inf
0.358,0.079,inf
0.269,0.071,inf
0.347,0.082,inf
0.347,0.077,inf
0.281,0.077,inf
0.281,0.078,inf
0.34,0.077,inf
0.316,0.077,inf
0.328,0.076,inf
0.303,0.072,inf
0.302,0.083,inf
0.283,0.077,inf
0.338,0.078,inf
,,,7.38
