Cost-,Score-,Idle-,Time
0.404,0.076,inf
0.351,0.082,inf
0.37,0.078,inf
0.352,0.073,inf
0.36,0.077,inf
0.315,0.085,inf
0.386,0.089,inf
0.33,0.08,2.356
0.348,0.085,inf
0.306,0.089,inf
0.353,0.077,inf
0.331,0.071,inf
0.321,0.074,inf
0.396,0.078,inf
0.361,0.077,inf
0.373,0.084,inf
0.359,0.074,inf
0.377,0.077,inf
0.383,0.083,inf
0.309,0.083,inf
,,,41.04
